,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
2881,12881.0,Which distributer of Bombay Sapphire also makes Grewy goose ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Grey_Goose_(vodka)> <http://dbpedia.org/ontology/manufacturer> ?uri. <http://dbpedia.org/resource/Bombay_Sapphire> <http://dbpedia.org/ontology/distributor> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
2882,12882.0,What is the deathplace of the Anatoly Kharlampiyev which is also the death place of  Lyudmila Buldakova ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Anatoly_Kharlampiyev> <http://dbpedia.org/ontology/deathPlace> ?uri. <http://dbpedia.org/resource/Lyudmila_Buldakova> <http://dbpedia.org/ontology/deathPlace> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
2886,12886.0,What is the common palce of study for jack McGregor and Philip W. Pillsbury ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jack_McGregor> <http://dbpedia.org/ontology/education> ?uri. <http://dbpedia.org/resource/Philip_W._Pillsbury> <http://dbpedia.org/ontology/education> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2887,12887.0,"Where did the wrestler die who was billed in Norman, Oklahoma ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/billed> <http://dbpedia.org/resource/Norman,_Oklahoma> . ?x <http://dbpedia.org/ontology/deathPlace> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Wrestler>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2890,12890.0,Which non fictional subject of Thud is the athletics of PATTS College of Aeronautics ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Thud!> <http://dbpedia.org/ontology/nonFictionSubject> ?uri. <http://dbpedia.org/resource/PATTS_College_of_Aeronautics> <http://dbpedia.org/ontology/athletics> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2891,12891.0,Which director of On deadly Ground also released Mojo Priest ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mojo_Priest> <http://dbpedia.org/ontology/artist> ?uri. <http://dbpedia.org/resource/On_Deadly_Ground> <http://dbpedia.org/ontology/director> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2894,12894.0,Name the tenants of MAsterCard center wich is also the draft team of Antoine Bibeau ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/MasterCard_Centre> <http://dbpedia.org/property/tenants> ?uri. <http://dbpedia.org/resource/Antoine_Bibeau> <http://dbpedia.org/ontology/draftTeam> ?uri} ,4.0,1.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
2897,12897.0,Which country of Montaas Mayas Chiquibul is the birth place of Jos Bernardo Escobar ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Montañas_Mayas_Chiquibul> <http://dbpedia.org/ontology/country> ?uri. <http://dbpedia.org/resource/José_Bernardo_Escobar> <http://dbpedia.org/ontology/birthPlace> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2898,12898.0,Whose youth clubs used to participate in Argentine Primera Division ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Argentine_Primera_División> . ?uri <http://dbpedia.org/property/youthclubs> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
2899,12899.0,Who appointed both John Drayton and William Clark to their respective offices ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Drayton> <http://dbpedia.org/ontology/appointer> ?uri. <http://dbpedia.org/resource/William_Clark> <http://dbpedia.org/ontology/appointer> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
2900,12900.0,List everything written in languages developed by EXperimental Computing Facility ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/EXperimental_Computing_Facility> . ?uri <http://dbpedia.org/ontology/programmingLanguage> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Work>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0
2901,12901.0,Who debuted their career in a team coached by Chip Kelly ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/coach> <http://dbpedia.org/resource/Chip_Kelly> . ?uri <http://dbpedia.org/ontology/debutTeam> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
2902,12902.0,Which predecessor of the PlayStation 4 is also the developer of Oddworld: Munch's Oddysee ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/PlayStation_4> <http://dbpedia.org/ontology/predecessor> ?uri. <http://dbpedia.org/resource/Oddworld:_Munch's_Oddysee> <http://dbpedia.org/ontology/developer> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2905,12905.0,Who is the owner of the bank which owns Bloomberg Radio ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bloomberg_Radio> <http://dbpedia.org/ontology/owner> ?x . ?x <http://dbpedia.org/ontology/owner> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bank>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2908,12908.0,"Who is the architect of Red House, London ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Red_House,_London> <http://dbpedia.org/ontology/architect> ?uri } ",2.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
2909,12909.0,Which relative of George Madison is the appointer of John Drayton ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Drayton> <http://dbpedia.org/ontology/appointer> ?uri. <http://dbpedia.org/resource/George_Madison> <http://dbpedia.org/ontology/relation> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
2913,12913.0,Name the driver who was at pole in 1997 Canadian Grand Prix and also 1994 Spanish Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1997_Canadian_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri. <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0
2914,12914.0,List the people casted in Betsy's Wedding and 16 candles ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Betsy's_Wedding> <http://dbpedia.org/ontology/starring> ?uri. <http://dbpedia.org/resource/Sixteen_Candles> <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},5.0,2.0,0.0,0.0,1.0,2.0,1.0,10.0,0.0,0.0
2919,12919.0,Why did Letita McTavish Hargrave and Sextus Barbour die ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Letitia_MacTavish_Hargrave> <http://dbpedia.org/ontology/deathCause> ?uri. <http://dbpedia.org/resource/Sextus_Barbour> <http://dbpedia.org/ontology/deathCause> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
2923,12923.0,Whose children are married to Fredric Joliot-Curie ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Frédéric_Joliot-Curie> . ?uri <http://dbpedia.org/property/children> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
2924,12924.0,What is the base currency of the Benelux and is also used as money in Kerguelen Islands ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Benelux> <http://dbpedia.org/ontology/currency> ?uri. <http://dbpedia.org/resource/Kerguelen_Islands> <http://dbpedia.org/ontology/currency> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
2925,12925.0,Which appointer of the Joseph Clay (Georgia) is also the  President of the William Carmichael (diplomat) ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Joseph_Clay_(Georgia)> <http://dbpedia.org/ontology/appointer> ?uri. <http://dbpedia.org/resource/William_Carmichael_(diplomat)> <http://dbpedia.org/ontology/president> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
2932,12932.0,What is the birth place of the successor of Ella T. Grasso ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ella_T._Grasso> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/property/birthPlace> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
2934,12934.0,"What region was Gloria Schaffer born in, which also contains Newington ?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gloria_Schaffer> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/Newington,_Connecticut> <http://dbpedia.org/ontology/isPartOf> ?uri . }",4.0,2.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0
2943,12943.0,Give me a list of computers whose CPU is in the US. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/United_States> . ?uri <http://dbpedia.org/ontology/cpu> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/InformationAppliance>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
2944,12944.0,"Which school teams are there in schools of Arlington Heights, Illinois ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Arlington_Heights,_Illinois> . ?x <http://dbpedia.org/ontology/teamName> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/School>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
2948,12948.0,"Name the nearest city to the historic place which has Englewood, Colorado as one of them ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/nearestCity> <http://dbpedia.org/resource/Englewood,_Colorado> . ?x <http://dbpedia.org/ontology/nearestCity> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HistoricPlace>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
2949,12949.0,Which movies have someone on their cast from Shelby County in Tennessee ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Shelby_County,_Tennessee> . ?uri <http://dbpedia.org/ontology/starring> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
2950,12950.0,In which countries are there banks which came after the National Commercial Bank of Mauritius ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/National_Commercial_Bank_Mauritius> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/ontology/locationCountry> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bank>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
2951,12951.0,What is the birthplace of the office holder who is the predecessor of Brian Peddle ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Brian_Peddle> <http://dbpedia.org/ontology/predecessor> ?x . ?x <http://dbpedia.org/ontology/birthPlace> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
2955,12955.0,"List all the locations of the companies whose are also located in Rancho Cucamonga, California ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Rancho_Cucamonga,_California> . ?x <http://dbpedia.org/ontology/locationCountry> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
2958,12958.0,Which owner of Drop.io made Sean Parker famous ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Drop.io> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Sean_Parker> <http://dbpedia.org/ontology/knownFor> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0
2960,12960.0,Jimmie Fisher and Winston Bryant were governors under which president ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jimmie_Lou_Fisher> <http://dbpedia.org/ontology/governor> ?uri. <http://dbpedia.org/resource/Winston_Bryant> <http://dbpedia.org/ontology/governor> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
2961,12961.0,Which college of the Luke List (golfer) is the alma mater of the Park Trammell ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Luke_List_(golfer)> <http://dbpedia.org/ontology/college> ?uri. <http://dbpedia.org/resource/Park_Trammell> <http://dbpedia.org/ontology/almaMater> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
2964,12964.0,"Who was on the first team in the GPs that were held at Watkins Glen, NY ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Watkins_Glen,_New_York> . ?x <http://dbpedia.org/property/firstTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GrandPrix>}",4.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0
2969,12969.0,What is the common region of the braod cast area of ITV and nationality of Ajahn Thate ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/ITV_(Thailand)> <http://dbpedia.org/ontology/broadcastArea> ?uri. <http://dbpedia.org/resource/Ajahn_Thate> <http://dbpedia.org/ontology/nationality> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
2971,12971.0,Which nearest city of LoDaisKa Site is also the location of Oskar Blues Brewery ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/LoDaisKa_Site> <http://dbpedia.org/ontology/nearestCity> ?uri. <http://dbpedia.org/resource/Oskar_Blues_Brewery> <http://dbpedia.org/ontology/location> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
2972,12972.0,What city is the place of birth of Alexander Morozevich which is also the official residence of Dmitri Nossov ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Morozevich> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/Dmitri_Nossov> <http://dbpedia.org/ontology/residence> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0
2975,12975.0,Which gadgets are made by companies of New Taipei City ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/New_Taipei_City> . ?uri <http://dbpedia.org/ontology/manufacturer> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0
2976,12976.0,Who is the owner of Ford Motor Credit comapny which is also the builder of FORD SHO V8 engine ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Motor_Credit_Company> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Ford_SHO_V8_engine> <http://dbpedia.org/ontology/manufacturer> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0
2977,12977.0,What are the films whose atleast one cast member died due to Colorectal cancer ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathCause> <http://dbpedia.org/resource/Colorectal_cancer> . ?uri <http://dbpedia.org/ontology/starring> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
2979,12979.0,Which cport of Vishwajyot High School is also the genere of Battle chess ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Battle_Chess> <http://dbpedia.org/ontology/genre> ?uri. <http://dbpedia.org/resource/Vishwajyot_High_School> <http://dbpedia.org/ontology/sport> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
2981,12981.0,NAme the emplyer for whihc Manu cornet has worked and also written in Google Web Toolkit ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Manu_Cornet> <http://dbpedia.org/ontology/employer> ?uri. <http://dbpedia.org/resource/Google_Web_Toolkit> <http://dbpedia.org/ontology/author> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0
2986,12986.0,Which distributer of Glover (video game) is also the  publisher of the Super Mario Adventures ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Glover_(video_game)> <http://dbpedia.org/ontology/distributor> ?uri. <http://dbpedia.org/resource/Super_Mario_Adventures> <http://dbpedia.org/ontology/publisher> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0
2992,12992.0,For which country did Alexander Lippisch design airplanes ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/designer> <http://dbpedia.org/resource/Alexander_Lippisch> . ?x <http://dbpedia.org/property/nationalOrigin> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Aircraft>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
2996,12996.0,Whose predecessor had Jenny Macklin as a deputy ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deputy> <http://dbpedia.org/resource/Jenny_Macklin> . ?uri <http://dbpedia.org/property/predecessor> ?x  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
3000,13000.0,In which country is Bocas del toro a capital of some region ?,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Bocas_Town,_Bocas_del_Toro> . ?x <http://dbpedia.org/ontology/country> ?uri  . }",3.0,2.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
3002,13002.0,Which pole driver of 1989 Portuguese Grand Prix was also the first driver of 1993 European Grand Prix ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1993_European_Grand_Prix> <http://dbpedia.org/ontology/firstDriver> ?uri. <http://dbpedia.org/resource/1989_Portuguese_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0
3003,13003.0,Name the actors of the TV show which has an episode named The Five ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Five_(The_Vampire_Diaries)> <http://dbpedia.org/ontology/series> ?x . ?x <http://dbpedia.org/ontology/starring> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0
3015,13015.0,"Which are the cities on the river which also flows in Tukwila, Washington ?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Tukwila,_Washington> . ?x <http://dbpedia.org/ontology/city> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",4.0,2.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
3016,13016.0,In which state does the university which is the alma mater of Mateusz Morawiecki lie ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mateusz_Morawiecki> <http://dbpedia.org/ontology/almaMater> ?x . ?x <http://dbpedia.org/property/state> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
3019,13019.0,Who is the meaning of Isa ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/ontology/meaning> ?uri } ,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
3021,13021.0,Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/EXXV-TV> <http://dbpedia.org/ontology/licensee> ?uri. <http://dbpedia.org/resource/WXXV-DT2> <http://dbpedia.org/ontology/licensee> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0
3026,13026.0,Which currency of Republic of Montenegro is also the currency of the French Southern and Antarctic Lands ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/French_Southern_and_Antarctic_Lands> <http://dbpedia.org/ontology/currency> ?uri. <http://dbpedia.org/resource/Republic_of_Montenegro_(1992–2006)> <http://dbpedia.org/ontology/currency> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
3027,13027.0,What city gave birth to Mishal Raheja and also houses New India Assurance ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mishal_Raheja> <http://dbpedia.org/ontology/birthPlace> ?uri. <http://dbpedia.org/resource/New_India_Assurance> <http://dbpedia.org/ontology/location> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0
3035,13035.0,What state has a Brideun School for Exception Children and is the birthplace  of B J Crombeen ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Brideun_School_for_Exceptional_Children> <http://dbpedia.org/ontology/state> ?uri. <http://dbpedia.org/resource/B._J._Crombeen> <http://dbpedia.org/ontology/birthPlace> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,0.0
3038,13038.0,What have been made in the state whose capital is Boston ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/Boston> . ?uri <http://dbpedia.org/ontology/location> ?x  . },3.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
3040,13040.0,What religion does roshan ranasinghe and nhiek tioulong follow ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Roshan_Ranasinghe> <http://dbpedia.org/ontology/religion> ?uri. <http://dbpedia.org/resource/Nhiek_Tioulong> <http://dbpedia.org/ontology/religion> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
